indice_tiempo,ica_exportaciones_total_general,ica_exportaciones_total_productos_primarios,ica_exportaciones_animales_vivos,ica_exportaciones_pescados_mariscos,ica_exportaciones_miel,ica_exportaciones_hortalizas_legumbres_sin_elaborar,ica_exportaciones_frutas_frescas,ica_exportaciones_cereales,ica_exportaciones_semillas_frutos_oleaginosos,ica_exportaciones_tabaco_sin_elaborar,ica_exportaciones_lanas_sucias,ica_exportaciones_fibra_algodon,ica_exportaciones_mineral_cobre_concentrados,ica_exportaciones_resto_primarios,ica_total_moa,ica_carnes,ica_pescados_mariscos_elaborados,ica_productos_lacteos_huevos,ica_otros_productos_origen_animal,ica_frutas_secas_procesadas,ica_cafe_te_yerba_mate_especias,ica_productos_molineria,ica_grasas_aceites,ica_azucar_articulos_confiteria,ica_hortalizas_legumbres_frutas_preparadas,ica_bebidas_liquidos_alcoholicos_vinagre,ica_residuos_desperdicios_industria_alimenticia,ica_extractos_curtientes_tintor,ica_pieles_cueros,ica_lanas_elaboradas,ica_resto_moa,ica_total_moi,ica_productos_quimicos_conexos,ica_materias_plasticas_artificiales,ica_caucho_sus_manufacturas,ica_manufacturas_cuero_marroquineria,ica_papel_carton_impresos_publicaciones,ica_textiles_confecciones,ica_calzado_partes_componentes,ica_manufacturas_piedra_yeso,ica_piedras_metales_preciosos,ica_metales_comunes_manufacturas,ica_maquinas_aparatos_materiales_electricos,ica_material_transporte_terrestre,ica_vehiculos_navegacion_aerea_maritima_fluvial,ica_resto_moi,ica_total_combustibles_energia,ica_petroleo_crudo,ica_carburantes_grasas_aceites_lubricantes,gas_petroleo_otros_hidrocarburos,ica_energia_electrica,ica_resto_combustibles
2000-02-01,1783.322687,371.756283,1.425335,45.982922,9.941943,17.489911,76.552892,177.222088,9.011455,4.622832,4.901479,1.603066,18.517549,4.484811,540.927437,58.240512,25.801307,26.738773,1.248216,0.782994,5.657208,17.904219,112.39108,12.644487,18.485233,16.424828,146.057504,9.742302,59.819474,5.845021,23.144279,527.293454,101.008041,38.345333,12.31608,3.721042,32.784861,23.857375,1.189981,8.057669,9.977023,93.238734,85.948573,90.388834,0.238877,26.221031,343.34551300000004,182.654994,113.721033,32.632556,5.672332,8.664598
2000-03-01,2160.647313,541.383917,2.083764,98.898258,10.440086,13.341533,54.909877,294.899087,16.212324,9.953996,7.084363,1.652655,27.981101,3.926873,578.468638,72.746756,23.841857,25.670918,1.288802,1.453843,8.031485,17.501849,133.940517,17.442544,31.154161,19.083678,111.685318,13.147202,69.989349,6.08939,25.400969,639.8893930000002,113.281198,46.142023,12.700088,3.69768,42.224771,28.935674,2.770143,8.326712,12.558082,105.970683,86.490602,142.20829,7.617053,26.966394,400.90536499999996,247.35438,101.472574,41.730241,6.981627,3.366543
2000-04-01,2324.368432,654.5773079999999,1.571426,85.312311,9.903176,13.361474,34.407242,270.122805,198.314308,11.020212,4.182246,0.39987,21.140852,4.841386,654.224361,62.968695,23.77875,18.958017,1.53512,2.499728,5.167801,13.39451,162.111146,12.038187,20.519008,16.799867,211.069061,13.005194,65.400522,5.741108,19.237647,642.1360520000001,115.795739,39.915675,12.864502,2.934718,30.252461,26.465381,3.628918,7.350725,7.196583,112.16396,91.778978,157.989121,7.895434,25.903857,373.430711,226.740605,98.396552,38.917411,2.322257,7.053886
2000-05-01,2600.344922,734.5744310000001,1.258429,76.459845,10.036955,15.037518,37.097888,234.158935,309.357949,10.947068,6.119151,0.436139,25.455816,8.208738,665.9568500000001,66.691609,16.518262,21.674539,1.156569,3.772851,6.368816,17.821837,125.482905,16.748766,21.058864,21.098547,233.93723,12.937211,70.997406,8.883175,20.808263,790.596177,104.714435,41.246896,15.43822,3.895559,39.580637,28.801332,1.48669,8.857627,7.596957,119.021983,86.630927,169.08001,136.873748,27.371156,409.217464,258.543307,112.086857,31.022406,2.497799,5.067095
2000-06-01,2390.707224,577.8995140000002,1.199562,60.077936,6.315273,15.709111,38.369187,193.316812,197.236437,20.152766,2.546515,1.560422,37.291413,4.12408,700.963336,67.832398,17.113893,22.552894,1.141639,3.964602,5.299458,21.88704,130.535746,22.046778,27.480211,16.185448,259.930771,10.602688,66.387079,6.522833,21.479858,709.782046,112.481625,41.917329,13.842092,3.891989,36.129899,24.888126,1.943604,8.515484,7.533507,117.949048,89.250193,216.959396,6.623134,27.85662,402.06232800000004,226.674599,126.005246,38.908298,6.16514,4.309045
2000-07-01,2364.106024,416.284218,2.953828,38.502338,5.947929,21.307935,37.087052,147.861782,117.292456,18.022328,2.877205,2.576512,17.635375,4.219478,775.5070910000001,78.885339,12.284957,31.120908,1.198835,3.531354,4.425914,17.556968,209.350644,17.510511,34.555132,18.848783,232.063872,11.545298,72.159462,7.528175,22.940939,750.3785799999998,109.642333,51.471654,16.875204,4.81305,36.933375,27.512708,2.470871,8.50988,7.202041,127.372978,96.554226,190.866228,39.525594,30.628438,421.93613500000004,271.374523,98.049145,36.136882,12.583082,3.792503
2000-08-01,2216.324865,394.59975999999995,0.334439,33.921644,5.194501,19.185303,39.531511,172.524558,61.356929,14.145127,1.612493,6.191917,34.542084,6.059254,690.076696,68.328802,16.678766,29.247397,1.551003,4.213578,4.857666,13.564762,143.952426,18.373159,38.956009,19.018499,213.53567,11.937732,76.572461,8.450995,20.837771,689.5069619999999,120.027092,46.812588,14.226595,5.339204,36.374563,25.857477,2.482117,8.032401,8.512533,111.102735,99.786486,177.750732,0.421943,32.780496,442.14144699999997,223.9054,134.459587,36.159895,37.807234,9.809331
2000-09-01,2158.032348,296.616722,0.776202,26.625467,6.449266,17.668804,15.148573,152.885179,26.243996,5.535469,1.143803,11.980756,24.814733,7.344474,697.271801,64.70313,18.3088,24.103607,1.110925,4.470085,5.668526,26.177113,135.461538,17.544849,24.455343,19.6189,242.70685,12.683619,70.839226,9.446518,19.972772,740.019075,126.906792,47.640074,14.409947,4.685063,34.781429,28.594916,3.107635,8.274221,5.791331,134.311842,103.517346,192.988573,0.851055,34.158851,424.12475000000006,258.774671,119.329022,37.08949,3.930759,5.000808
2000-10-01,2071.541729,282.487822,0.643484,33.288036,5.90776,15.25357,5.085794,149.768232,26.534268,4.930218,0.581174,7.558748,29.21848,3.718058,632.464877,48.665232,16.099491,25.052822,0.996772,3.774145,3.714618,22.084267,146.559101,20.218079,20.682015,16.142983,198.84637,11.219688,70.047722,8.70376,19.657812,728.3502070000001,133.354927,44.089652,16.032949,6.705421,34.65097,24.290371,2.341762,8.131768,12.376302,127.577362,91.777361,179.952386,11.059885,36.009091,428.23882299999997,217.159812,147.887264,38.442198,21.046415,3.703134
2000-11-01,2146.940426,320.45971800000007,0.651497,38.103855,5.678696,15.988371,7.2445,188.844579,21.661281,7.826633,2.473985,7.665543,20.507271,3.813507,685.3763739999998,79.00062,23.962931,35.414204,1.278742,3.749651,4.456092,18.943206,113.478208,27.093494,22.523703,20.247894,220.239306,11.574497,73.747963,8.886635,20.779228,719.219285,130.637442,41.153015,14.187153,4.466928,37.044305,22.690252,2.680064,7.834158,11.746955,123.868356,92.664654,184.446115,13.465544,32.334344,421.88504900000004,235.558426,136.280807,38.448483,2.095954,9.501379
2000-12-01,2356.448472,376.05679,1.363211,30.315072,5.237936,24.635162,18.280092,224.80035,21.002051,10.10105,4.634933,9.23203,21.562623,4.89228,666.992782,55.013696,23.509719,26.417283,1.102203,1.957511,5.988506,11.820746,137.48766,26.738032,29.731081,17.168897,222.977316,11.35528,67.997297,6.413633,21.313922,814.22856,125.883966,42.586858,11.636104,5.796167,33.780603,21.571507,2.245603,7.396467,5.255726,142.780947,96.302059,203.352335,82.038731,33.601487,499.17033999999995,256.542112,146.484493,55.781722,33.241111,7.120902
2001-01-01,2041.302466,524.742868,2.248132,38.40856,6.78739,25.103572,30.331403,359.43456,17.207848,3.690721,4.814848,4.857297,27.960945,3.897592,518.115117,53.183427,15.551141,32.603431,0.841038,0.869235,5.009402,18.190092,71.996844,13.542015,17.552139,17.768395,160.310732,11.329627,73.528877,7.380711,18.458011,629.170422,115.668625,43.460602,11.576467,4.80253,34.31667,18.600465,1.348501,7.662158,10.450732,97.46254,87.140992,157.909001,7.942437,30.828702,369.274059,188.696738,126.357923,34.874616,11.857149,7.487633
2001-02-01,1843.380988,443.65124499999996,2.58865,36.047149,14.764302,20.4453,70.26211,239.02594,13.142612,6.418802,5.543092,2.25771,29.084553,4.071025,455.84288899999996,64.819717,23.417967,17.903392,1.033274,0.605832,5.284487,13.169648,75.903048,13.382164,18.106824,17.81924,108.166673,8.107494,64.352051,8.46817,15.302908,597.380013,104.74401,44.643171,12.497571,3.846041,27.461441,21.809213,3.165419,6.918623,6.471309,110.255693,76.816099,141.229443,8.673588,28.848392,346.50684099999995,200.505139,90.791848,49.024548,1.326894,4.858412
2001-03-01,2023.50844,434.568055,2.100649,45.44365,7.975393,19.162196,70.45328,235.49097,13.275319,12.61029,3.854895,2.335147,17.844461,4.021805,470.10678799999994,40.757095,25.271976,17.850626,0.59652,0.952624,7.526237,19.563524,95.963421,15.613541,23.566445,14.431836,101.948195,10.579776,69.978485,7.42323,18.083257,734.9042959999999,136.174278,47.23563,13.264594,5.784975,33.149812,23.504051,1.989953,8.180056,8.436169,118.872888,94.457384,180.211535,30.21588,33.427091,383.929301,170.552234,127.488492,55.480992,17.79663,12.610953
2001-04-01,2392.066811,655.2176509999999,1.858269,65.435419,7.43314,16.471701,49.543102,239.832335,214.554916,12.415569,2.576864,5.428918,35.097557,4.569861,548.004737,21.259664,19.775771,17.726426,0.923327,1.757639,6.53771,11.904945,110.109946,12.698796,20.303771,17.913241,197.796256,9.490555,73.505109,8.896618,17.404963,735.0330670000001,106.523114,53.023256,14.310105,4.081333,29.046657,25.037717,1.250405,7.476073,7.672649,116.211747,98.512642,208.909016,34.498158,28.480195,453.811356,227.692998,139.027672,54.862796,12.810278,19.417612
2001-05-01,2567.36461,764.8035890000001,1.216862,83.283802,3.769185,17.241017,52.448251,272.588418,267.664644,16.156054,1.446956,10.16493,34.957678,3.865792,634.164943,20.56202,27.253282,21.210101,0.989578,2.613532,6.43785,18.14795,128.246512,13.896849,26.844529,16.382492,247.796227,10.149811,67.412324,7.821838,18.400048,739.0019749999999,118.295201,59.476205,12.889162,5.875724,26.328574,25.294449,1.329782,7.682868,8.437934,132.067006,113.550758,184.142257,11.233624,32.398431,429.39410300000003,210.823114,137.686824,74.25061,0.0,6.633555
2001-06-01,2544.933963,649.025399,0.932788,61.194224,4.490292,15.99947,61.246021,191.856951,251.557184,20.334964,1.479622,12.325232,23.230834,4.377817,706.57295,20.713199,21.681819,25.354955,1.07718,2.771805,5.903082,20.022177,162.315398,14.973049,36.910191,17.162196,269.750469,10.573234,69.763203,9.868276,17.732717,803.7310499999999,116.672089,55.627466,13.434652,5.96007,30.091255,24.841624,1.013852,8.087904,8.101674,131.654634,118.135755,223.104086,32.411205,34.594784,385.60456400000004,191.79919,120.972411,45.277588,19.955839,7.599536
2001-07-01,2353.030752,589.1732749999999,1.39519,35.138566,4.718367,18.006963,63.710333,143.833836,252.17211,22.609485,1.036839,9.124661,33.348028,4.078897,669.094289,27.3402,19.453315,19.770454,0.94882,3.023998,5.608612,17.37126,146.873396,13.935251,35.565272,14.763474,258.137299,9.006073,73.530298,7.312528,16.454039,692.301389,102.081095,61.397548,13.785006,6.333045,24.700433,20.995717,1.626101,7.815937,6.960929,125.282995,94.154513,183.16014,6.824305,37.183625,402.461799,178.220457,139.924273,53.794676,21.245699,9.276694
2001-08-01,2510.006543,612.5519709999999,1.23844,83.912536,5.351928,23.64148,52.97412,186.394119,189.190664,27.998566,1.83159,9.934594,26.058105,4.025829,751.1811030000001,25.718189,19.835763,22.936668,1.070644,4.146402,5.932874,23.853843,164.653426,31.589484,35.429136,22.657773,285.647015,10.787279,69.164202,9.745479,18.012926,680.7843530000001,119.493352,51.354361,14.351419,8.78042,27.604422,21.861408,1.116349,7.427905,8.842091,110.93395,99.229956,174.347506,2.090846,33.350368,465.48911599999997,248.710049,144.589673,56.650994,9.972167,5.566233
2001-09-01,2192.274464,478.82802300000003,0.528287,91.530052,5.283307,19.427023,20.272875,148.335518,129.196602,20.605768,0.7321,6.874445,31.72221,4.319836,614.1420139999999,25.470978,15.22772,15.801977,1.640489,4.290509,4.812674,12.828859,148.162341,18.388271,24.082696,17.575545,211.403622,11.676802,75.058043,10.827225,16.894263,705.4532529999999,129.337857,50.917645,13.163424,7.312141,29.551896,22.174682,1.233937,7.792303,10.119302,121.342606,92.416833,135.52285,48.36635,36.201427,393.85117400000007,193.514509,122.631824,56.32873,14.960277,6.415834
2001-10-01,2050.485358,278.30666800000006,0.929245,60.639901,4.431599,20.258679,8.177047,113.228072,23.924012,6.730493,1.862581,3.717174,30.440656,3.967209,725.001499,24.107065,16.194989,20.857642,1.177439,3.622939,4.441589,19.936738,187.049971,19.947018,33.660818,18.144997,274.289959,9.745952,66.958684,7.625628,17.240071,696.5651290000002,133.916465,52.529005,11.097815,9.052163,32.169371,21.826561,1.483914,7.639196,9.372156,120.811601,87.181635,175.440006,2.334498,31.710743,350.612062,174.774185,113.056609,38.295703,19.848387,4.637178
2001-11-01,2070.303061,262.82950900000003,1.062224,50.965545,3.181902,16.917096,9.46782,115.941639,17.264286,5.378045,2.003181,3.28565,34.294106,3.068015,714.454515,21.109083,20.236522,51.280501,1.353811,3.677231,4.061298,18.234808,150.103622,17.745893,23.977433,18.057894,289.790323,11.529596,60.442029,6.812143,16.042328,703.1356509999999,130.960972,53.245161,10.404596,8.437601,33.928394,21.677314,1.212117,7.401058,9.274356,152.570785,81.730138,119.570026,38.734515,33.988618,389.88338600000003,211.545144,115.907744,47.035249,10.35975,5.035499
2001-12-01,1954.068883,358.84942099999995,1.39969,56.663019,3.321523,21.275676,17.053804,201.800392,11.969831,7.117482,3.194826,2.817016,28.98818,3.247982,652.906096,19.834818,13.78116,20.683699,0.750867,2.656122,5.404995,13.495317,195.270168,19.117775,29.21317,17.150433,222.661355,10.849231,55.826915,8.754857,17.455214,588.18299,118.196696,55.76448,10.377935,8.097606,29.47852,16.287747,0.936458,7.262379,9.80164,107.297989,81.771382,98.666022,8.209434,36.034702,354.13037600000007,166.482762,117.636956,43.951749,19.308419,6.75049
2002-01-01,1817.821769,450.2888300000001,0.96094,39.404162,3.142792,21.044765,39.487319,289.040211,11.706294,2.458841,3.337056,3.575625,32.999572,3.131253,535.2674169999999,17.476627,18.818938,28.889888,0.738075,1.254673,5.886396,14.985232,114.724916,15.375481,21.75893,12.212967,201.188782,10.888201,50.850272,5.93716,14.280879,521.963311,115.52353600000001,53.463791,12.831211,6.257346,31.267419,14.179661,0.398308,7.427641,9.584324,117.754824,65.801447,51.821634,4.460866,31.191303,310.30221100000006,142.449676,105.059208,51.270479,7.297654,4.225194
2002-02-01,1781.933597,368.1628459999999,0.410797,29.251619,9.824362,16.249665,57.609878,183.355681,9.12,4.055301,2.703514,1.458583,50.494361,3.629085,487.520291,25.178432,17.409692,29.658018,0.927566,1.139926,5.797305,16.455208,107.506228,13.295206,17.607051,12.405827,152.717173,9.029284,54.828015,7.099379,16.465981,611.606567,106.743973,55.884328,12.71269,6.368168,27.661557,19.968602,0.578185,6.783482,10.350201,108.283338,73.049482,109.619352,42.842941,30.760268,314.64389300000005,133.207692,113.652101,42.62858,20.459557,4.695963
2002-03-01,2112.397988,548.0747809999999,1.097283,36.822329,11.77424,14.970717,58.502139,334.398185,27.156841,5.496201,7.348486,2.033893,44.656567,3.8179,536.17141,45.325847,18.214453,24.775737,0.888792,1.333373,5.886352,11.000066,139.750991,13.543195,25.288364,11.477652,143.558159,9.011096,56.318888,15.405172,14.393273,651.2547219999999,101.642169,51.335806,14.669838,4.703384,23.202547,22.280203,0.568635,8.056953,7.907425,124.425118,77.386627,178.320841,3.340345,33.414831,376.8970750000001,198.160208,118.036235,45.515491,8.124833,7.060308
2002-04-01,2181.683896,570.455216,1.308145,53.474921,14.348463,12.674773,47.256922,228.856025,168.476741,5.973239,1.419538,0.995194,31.083751,4.587504,627.6622990000001,48.05595,18.318271,21.568687,0.946673,2.216581,5.636457,18.040565,156.211709,14.488271,22.826356,14.322769,221.574541,8.64468,52.553938,6.233517,16.023334,595.009893,109.75671,54.189406,15.702922,3.364849,27.207455,19.48576,0.869455,7.292883,10.927249,117.339115,74.956469,117.190607,6.605816,30.121197,388.556488,207.694144,119.062,53.838268,3.511242,4.450834
2002-05-01,2369.474217,632.241809,0.617249,52.997968,11.782038,12.462364,40.373568,198.916839,262.171607,14.627666,2.112481,0.729273,31.447731,4.003025,698.985513,52.240673,22.171518,21.65113,1.048562,3.396056,6.225585,10.664197,190.178958,14.999499,23.286996,15.281896,247.773645,8.504914,54.386178,9.310837,17.864869,711.3603680000001,111.456816,52.952385,14.683468,4.680538,25.221913,23.28027,1.145735,8.853239,8.191659,140.501843,84.893762,197.862201,5.18649,32.450049,326.886527,148.407971,112.202903,52.101549,8.516703,5.657401
2002-06-01,2226.4524,531.822663,0.419498,50.198026,8.6817,12.262688,39.693344,161.187878,191.350218,31.491365,0.969069,0.492181,30.790039,4.286657,684.4412159999999,51.756434,21.805976,25.609461,1.224418,3.045161,5.676052,12.289881,173.128187,13.521686,28.442026,13.010565,245.976281,13.346472,52.561461,6.284238,16.762917,636.836894,119.71424,51.330165,13.915273,4.376786,29.019066,21.0853,0.819217,7.254656,10.816441,133.321625,77.753564,131.323989,7.896639,28.209933,373.351627,196.359717,117.071172,51.549874,2.452511,5.918353
2002-07-01,2244.532617,464.236945,0.409776,37.137167,9.373824,17.178287,39.021187,91.800068,198.973947,25.333411,1.111658,0.184879,38.513987,5.198754,791.89391,57.111986,13.871289,25.954006,1.280918,3.978203,4.268758,19.02481,214.771988,23.310399,30.920526,15.022718,275.255687,10.141469,67.091331,10.465685,19.424137,670.2734859999999,110.426736,60.553263,14.9265,4.714953,30.284758,18.62405,1.001231,8.074285,9.065793,150.786203,75.926546,145.504278,14.231871,26.153019,318.12827599999997,168.269705,97.860175,41.763445,2.829923,7.405028
2002-08-01,2176.77287,427.0010560000001,0.399127,47.452022,6.95764,16.740974,29.764106,106.535098,169.688227,17.894712,0.906738,0.291011,26.475268,3.896133,709.57159,51.957817,18.526259,20.150733,0.953402,4.553953,4.435114,14.726174,197.181262,30.171341,27.796073,14.645546,232.276594,11.01028,57.605249,6.124271,17.457522,636.581841,112.186477,50.853741,12.35259,5.864968,23.591249,18.20091,0.978136,7.352225,6.337965,147.146152,77.078149,139.934274,6.322667,28.382338,403.618383,202.467389,132.735427,62.255038,2.821991,3.338538
2002-09-01,2296.652424,370.4607649999999,0.301352,36.425735,10.365681,17.524507,9.949373,99.910458,153.62134,10.788754,1.120571,0.643433,25.90813,3.901431,835.0860839999999,62.195056,16.562933,25.391555,1.538652,5.529027,4.94927,18.608712,219.307611,27.621618,29.15403,18.355681,298.451452,11.120751,68.289957,8.322095,19.687684,669.2285040000002,118.668797,52.214545,14.449738,6.128589,29.577233,17.437036,1.428229,8.165242,8.264556,142.503136,83.682948,150.206144,7.757827,28.744484,421.87707099999994,201.386474,156.547434,52.830785,2.965739,8.146639
2002-10-01,2258.078685,279.240725,0.16344,34.075479,11.353986,13.296189,3.83689,104.566213,51.900232,16.492629,3.126225,0.798864,36.110665,3.519913,787.053691,55.29611,18.601526,22.748914,1.218641,5.758611,4.124741,25.450383,174.136928,25.281504,25.376868,15.811043,310.438227,10.231793,63.474166,11.301351,17.802885,701.9209139999998,121.007257,55.618027,14.256425,5.764133,25.136257,18.043934,2.108949,7.067636,10.03853,165.17528,94.203414,149.324674,6.016896,28.159502,489.86335499999996,239.07722,176.147296,62.156612,2.514412,9.967815
2002-11-01,2160.459019,321.88577100000003,0.271354,34.143792,8.99336,11.59163,9.599438,171.182228,23.181597,8.506337,5.18377,0.427583,45.553377,3.251305,741.799815,55.531288,24.839747,27.18479,1.708555,6.214403,4.041194,14.864101,186.192506,17.074822,17.733693,15.225606,266.822422,8.899736,61.103487,10.733702,23.629763,605.985098,108.975293,54.125129,14.028429,5.206937,33.080735,18.228022,1.357856,8.841802,10.065264,117.708761,79.542096,125.188377,0.114514,29.521883,490.78833499999996,222.271065,190.617713,69.307104,3.226772,5.365681
2002-12-01,2024.339229,308.703369,1.720924,30.342804,7.571637,18.643339,14.530637,157.494995,20.673333,4.024653,5.819252,0.465998,44.513302,2.902495,702.403567,54.206224,25.920677,28.089287,1.312558,3.703652,3.595959,24.249571,213.562016,16.500246,19.491507,15.288367,193.918887,10.474928,59.114118,11.262762,21.712808,589.310234,107.722671,49.048271,13.697562,4.766428,28.015247,16.566944,1.0544,9.144165,13.131368,128.700312,74.585205,111.144488,0.298801,31.434372,423.92205900000005,171.336943,199.245301,44.411521,2.343131,6.585163
2003-01-01,2194.600115,370.35349,0.633323,21.53011,8.753824,18.274664,40.854826,217.775232,13.433052,3.370782,7.834023,0.283298,34.385442,3.224914,753.6155039999999,47.004704,21.283026,21.948022,1.857541,1.921899,3.857872,18.91424,224.437873,9.779444,21.161724,12.485723,276.60974,9.396691,53.272209,10.310134,19.374662,607.407919,123.029603,51.519596,11.701344,4.648943,24.379803,15.003507,1.028864,7.785987,13.782809,135.799968,63.958526,112.822817,16.28152,25.664632,463.223202,192.771839,195.436687,67.194409,0.013683,7.806584
2003-02-01,2128.348099,428.56243600000005,0.916975,24.908751,16.472561,13.854571,64.515207,244.245336,12.401254,5.179048,5.252425,0.450265,36.553559,3.812484,706.271563,49.845593,22.679151,22.796071,0.956502,1.663832,4.264555,19.640836,231.864738,10.530149,19.721422,12.921685,218.939997,7.366887,50.310068,12.124822,20.645255,520.12542,107.573628,47.653147,12.727746,4.498624,34.96473,15.727407,1.55022,8.183584,8.951285,100.49469,59.961504,85.727225,6.351912,25.759718,473.38868,217.497504,177.80046,67.530006,2.602003,7.958707
2003-03-01,2252.140654,507.63717099999997,1.233332,54.606257,27.583999,16.330516,66.161216,267.104837,28.105307,6.334466,5.744753,0.122281,29.973641,4.336566,678.495972,56.593247,24.022458,19.636804,1.284808,1.847722,5.656202,13.942302,196.026494,14.159602,28.549403,16.018795,192.152384,9.482705,66.56854,12.016523,20.537983,641.022722,129.205426,55.003018,13.510162,5.073573,33.386655,17.060205,1.348346,8.291964,8.26462,135.38072,76.189405,116.608547,12.645608,29.054473,424.984789,154.473042,189.854679,72.447316,3.1037,5.106052
2003-04-01,2458.771586,814.7626140000001,1.039682,56.200281,28.87075,17.829253,53.974979,256.401232,349.714042,12.652145,2.956175,0.143543,29.622753,5.357779,662.0554419999999,47.500927,23.575204,13.968338,1.620789,3.549105,4.568229,16.766306,190.123343,11.853892,36.207767,18.134256,191.152211,9.250516,60.262962,11.602997,21.9186,594.6531190000001,115.291181,49.599303,13.336572,4.751743,26.351101,16.477346,1.461381,8.720395,7.341498,125.671471,63.636259,131.60816,2.670818,27.735891,387.30041100000005,182.743751,138.164321,57.438008,2.428199,6.526132
2003-05-01,3122.970139,898.917291,0.690086,63.334898,22.935473,15.170785,55.85401,241.382387,449.913948,20.535807,1.865321,0.015038,22.152736,5.066802,864.310822,51.253166,21.373281,13.311215,1.535757,4.292884,4.996522,19.443089,261.691863,12.512809,34.674285,15.373024,322.805374,11.145785,60.111589,8.285577,21.504602,957.103502,123.062663,60.988808,14.633278,4.136923,29.158074,18.058587,1.679697,8.377341,11.380085,140.138684,73.163783,110.239984,336.294135,25.79146,402.638524,180.256521,156.623937,56.688061,2.640886,6.429119
2003-06-01,2874.302247,909.6108529999999,0.679103,66.832512,17.399994,10.52159,65.74105,206.694588,450.144546,23.803966,0.986913,0.015065,62.596284,4.195242,886.3880439999999,58.030699,16.603841,9.880973,2.144038,3.766754,4.100198,22.689148,298.344986,12.760299,35.285847,17.015676,302.130839,9.515044,61.215881,10.388146,22.515675,658.4486929999998,124.598006,56.496695,14.387349,4.340037,34.366707,15.487921,1.226006,8.273506,8.690537,126.380047,65.268761,117.25572,53.875875,27.801526,419.85465700000003,187.617342,141.534386,81.567877,2.505381,6.629671
2003-07-01,2835.561342,815.6722219999999,0.628918,69.174542,12.470854,14.066468,44.2249,180.722199,429.160917,28.135657,1.509539,0.015301,30.936869,4.626058,917.4784599999999,67.189633,16.98942,14.675748,1.769557,5.327239,5.429854,17.83139,303.782364,15.755888,35.855261,20.8002,312.986701,9.589252,58.080979,9.209431,22.205543,644.653358,119.99698,55.384812,12.117423,6.17063,33.80355,16.98682,1.335014,9.1848,6.443922,134.335931,71.478179,137.411515,12.507339,27.496443,457.757302,191.3539,184.236033,67.767911,3.253634,11.145824
2003-08-01,2346.896698,403.89326800000003,0.272198,62.427167,8.446892,14.093181,35.992207,127.323316,100.735497,17.043291,0.572705,0.014467,32.861804,4.110543,840.280832,72.755006,18.60021,18.063894,2.016303,6.101552,3.781705,17.841449,164.275387,26.748993,38.520658,21.723987,345.050959,10.395165,62.071726,10.922333,21.411505,606.8232889999999,125.970738,66.043624,13.536591,6.533088,29.984071,17.475874,1.755316,8.529418,8.081676,122.867179,71.121356,103.717252,2.218169,28.988937,495.89930899999996,221.032566,189.6499,74.870216,4.213695,6.132932
2003-09-01,2368.509313,339.077156,0.966927,55.44833,4.347081,16.688648,14.73805,130.532288,32.269696,17.192251,0.828123,0.0,61.169909,4.895853,867.2604030000002,65.790276,20.004113,25.566644,2.156647,7.408128,4.680346,24.973715,240.47728,20.085723,25.096337,19.410233,299.483947,10.465669,63.629401,12.222339,25.809605,696.371918,139.005262,65.669806,14.614385,7.342254,35.431878,18.990294,1.376998,9.042556,8.307244,141.473434,82.334833,125.675954,17.996186,29.110834,465.79983599999997,207.04453,164.050157,79.242774,5.017547,10.444828
2003-10-01,2441.194198,319.86986399999995,0.630824,67.067548,2.104238,12.537934,5.071881,136.608724,33.232895,7.270429,1.837657,0.014072,49.149149,4.344513,947.3276050000001,72.132443,17.703463,33.807299,1.894841,8.136262,3.98382,24.777962,255.43564,27.101302,32.085247,24.047212,340.614912,10.137162,62.453337,10.317937,22.698766,732.546226,140.470463,65.447974,14.294407,7.613996,33.994707,19.804901,1.899131,8.705125,6.162871,111.093287,80.106647,137.000643,73.564736,32.387338,441.450503,127.017448,201.995188,96.562642,2.720992,13.154233
2003-11-01,2453.730904,334.885845,0.421438,43.826317,6.601787,17.897116,8.34519,127.423379,77.912682,4.034158,2.134409,0.927359,41.617669,3.744341,981.534503,83.068642,26.478648,36.372424,2.374437,7.266769,3.854595,29.142238,289.264316,18.782337,34.447615,20.32006,323.621273,10.978526,62.426066,5.831596,27.304961,659.641509,144.953408,62.511511,13.619088,6.282804,34.935823,19.331344,1.598382,8.946444,16.917926,120.815605,77.365523,116.061447,0.154648,36.147556,477.669047,205.855422,181.684196,77.841076,4.55501,7.733343
2003-12-01,2461.72732,327.786151,0.71881,36.508841,3.906704,20.624857,17.774025,171.038877,18.52823,5.51711,3.709697,0.338906,45.346853,3.773241,899.067238,64.516979,25.416244,40.915354,1.811104,3.314763,4.255503,23.425056,177.829507,18.295449,24.522874,18.648288,381.427143,8.922221,66.961607,13.7169,25.088246,728.06645,167.29006,60.910739,11.599955,4.964641,37.899759,20.398713,1.467928,8.048682,11.211034,150.230061,80.116834,138.616021,1.024132,34.287891,506.807481,228.732021,192.734449,72.900512,3.600321,8.840178
2004-01-01,2322.450679,434.66109800000004,0.720072,31.861048,5.510903,23.021897,40.905307,219.885648,24.422636,4.853966,5.66179,1.054736,72.506752,4.256343,858.5382569999999,71.066909,20.385717,30.745256,1.886072,1.833065,4.286099,16.232644,207.052547,11.964483,21.251002,16.810878,355.403472,10.225819,54.215191,11.668635,23.510468,587.595138,147.063953,68.684324,13.533793,3.890511,33.051437,19.643637,0.863834,7.954322,10.874511,101.356622,69.245177,76.854416,1.193792,33.384809,441.656186,130.002752,192.991176,108.015693,2.729209,7.917356
